,,,,,,,,,,,,,,,,,,,,,,,699,681,663,643,639,627,599,534,443,432
Modus:,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m/z:,699,,681,,663,,643,,639,,627,,599,,534,,443,,432,,,,,,,,,,,,,
Energie,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,Intensität,Relative,RT,,699,681,663,643,639,627,599,534,443,432
55,0,0,2728,22.72,1907,15.89,2819,23.48,2025,16.87,1273,10.6,6583,54.84,8621,71.81,0,0,2362,19.68,7.56,,0,5.31287124856369,3.71394628702748,5.49009679241241,3.94375523399614,2.47921008043313,12.820612694023,16.7896858628547,0,4.60007400627106
60,0,0,0,0,0,0,5648,54.63,1602,15.49,1784,17.26,4072,39.38,10339,100,2082,20.14,3824,36.99,7.93,,0,0,0,10.9996689193137,3.11994858511695,3.47439967281438,7.9303562038678,20.1355483280425,4.0547646405827,7.44736790854383
70,0,0,923,5.17,1414,7.92,1056,5.91,0,0,2837,15.89,0,0,17853,100,0,0,1727,9.67,7.98,,0,1.79757337332269,2.7538122967262,2.05659532202466,0,5.52515239449238,0,34.7693146629793,0,3.36339026622782
75,0,0,2321,28.54,5175,63.63,4418,54.32,0,0,0,0,1532,18.84,4798,58.99,674,8.29,4148,51,8.08,,0,4.52022513486669,10.0784855979901,8.6042027771827,0,0,2.98362124369486,9.34426548775975,1.31263754454983,8.07836874598321
80,0,0,75,0.9,0,0,885,10.67,0,0,3972,47.87,3753,45.23,3370,40.61,0,0,4683,56.44,8.7,,0,0.146065008666524,0,1.72356710226498,0,7.7356028589791,7.30909303367285,6.56318772274914,0,9.12029914113775
90,0,0,0,0,0,0,0,0,1299,18.72,0,0,56,0.81,3044,43.87,0,0,3727,53.72,12.12,,0,0,0,0,2.52984595010419,0,0.109061873137671,5.92829181841198,0,7.25845716400179
95,0,0,0,0,1066,23.38,0,0,0,0,0,0,0,0,3273,71.78,841,18.44,4560,100,12.18,,0,0,2.07607065651353,0,0,0,0,6.3742769782071,1.63787563051395,8.88075252692465
100,0,0,0,0,0,0,0,0,0,0,2738,52.42,0,0,2002,38.33,0,0,0,0,12.28,,0,0,0,0,0,5.33234658305256,0,3.89896196467174,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,,,,,,,,,,,
,Mean,5489.85185185185,12.3488888888889,7223.88888888889,36.5418518518518,1937.44444444444,14.1551851851852,2447.55555555556,18.532962962963,2251.88888888889,16.4437037037037,2453.11111111111,19.5966666666667,2822.11111111111,22.182962962963,9166.85185185185,66.7033333333333,1497.92592592593,10.4277777777778,2236.03703703704,20.6825925925926,,,,,,,,,,,
,Standard Error,2658.34229385393,5.42389020862809,2001.6330457785,7.0701838940336,413.589799580682,3.48799746507145,404.306353808958,3.42120202692914,406.853702726917,3.45796784797792,453.035288316086,3.70604215208738,545.35505915945,4.5753961675128,1227.78810070731,7.06912165064946,302.059832217237,2.01786221066617,396.312761326891,4.67551330553708,,,,,,,,,,,
,Mode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,
,Median,0,0,3801,23.56,1066,6.09,2200,15.62,1736,11.31,2333,15.89,2477,16.98,9166,71.81,1485,8.35,2311,14.18,,,,,,,,,,,
,First Quartile ,0,0,37.5,0.45,0,0,732,3.56,0,0,479.5,2.23,515.5,1.355,3632.5,42.24,0,0,4,0.03,,,,,,,,,,,
,Third Quartile,397,1.13,10306,69.205,3474,22.36,4060,29.52,3504,21.845,3144,25.85,3912.5,32.42,13153,100,2705,19.975,3775.5,30.02,,,,,,,,,,,
,Variance,190803161.2849,794.301794871796,108176440.948718,1349.66250797721,4618526.1025641,328.485410541311,4413517.94871795,316.024829344729,4469308.25641026,322.853624216524,5541506.25641026,370.838207692308,8030127.7948718,565.224752421653,40701517.7464388,1349.25698461539,2463483.84045584,109.937733333333,4240722.72934473,590.231466096866,,,,,,,,,,,
,Standard Deviation,13813.1517505926,28.1833602480576,10400.7904001916,36.7377531699641,2149.07563909791,18.1241664785256,2100.8374398601,17.7770872007967,2114.07385311163,17.9681280109121,2354.04041095523,19.2571599072217,2833.74801188669,23.7744558806643,6379.77411406068,36.7322335914301,1569.54892897795,10.4851196146412,2059.30151491828,24.2946797899636,,,,,,,,,,,
,Kurtosis,5.79473290814194,4.08205144141371,9.61642187634422,-1.28039040497536,-0.730171832741549,1.10103180850315,-1.18680845183972,-0.646772377941787,0.242429877953307,2.11887292307101,2.27391303692398,-0.53365019072661,1.1050180887751,0.150815918005851,-0.835022261883542,-0.899591813090331,-0.997344647387903,-1.35583220381031,-0.622729336434443,2.97261696965744,,,,,,,,,,,
,Skewness,2.61428206666508,2.27483901550219,2.76516681031099,0.542436457028697,0.784103328332952,1.3765310291372,0.395402131804778,0.716134656430425,0.817053038622139,1.47116147515483,1.3619662963143,0.820537049572444,1.20781631094702,1.07311601901924,0.274508539980251,-0.715429069790457,0.597866082483634,0.406610913525745,0.550109001634314,1.61659299077796,,,,,,,,,,,
,Range,51347,100,48925,100,6348,63.63,6086,54.63,7890,69.33,9463,58.65,10078,79.13,21503,100,4522,30.38,6610,100,,,,,,,,,,,
,Minimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
,Maximum,51347,100,48925,100,6348,63.63,6086,54.63,7890,69.33,9463,58.65,10078,79.13,21503,100,4522,30.38,6610,100,,,,,,,,,,,
,Sum,148226,333.42,195045,986.63,52311,382.19,66084,500.39,60801,443.98,66234,529.11,76197,598.94,247505,1800.99,40444,281.55,60373,558.43,,,,,,,,,,,
,Count,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,,,,,,,,,,
